Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
1897.378393	19.874910	90.950000
1893.657007	19.604366	90.966667
1889.611712	19.621548	90.983333
1886.375843	19.268229	91.000000
1882.330546	19.287050	91.016667
1878.932606	19.193362	91.033333
1874.887537	18.984595	91.050000
1871.165916	18.949148	91.066667
1867.282456	18.942726	91.083333
1863.398994	18.937015	91.100000
1859.839439	18.647274	91.116667
1856.117816	18.614869	91.133333
1852.396192	18.583171	91.150000
1848.836634	18.296449	91.166667
1844.953396	18.067589	91.183333
1841.231769	18.038433	91.200000
1837.348529	17.811696	91.216667
1833.626900	17.784165	91.233333
1829.905271	17.757340	91.250000
1826.022028	17.533645	91.266667
1822.624076	17.451732	91.283333
1818.578766	17.483948	91.300000
1815.019424	16.981404	91.316667
1811.297791	16.958737	91.333333
1807.090638	17.021883	91.350000
1803.692683	16.943886	91.366667
1799.809208	16.951708	91.383333
1796.087572	16.931860	91.400000
1792.527775	16.884333	91.416667
1788.644745	16.447114	91.433333
1784.923106	16.429799	91.450000
1781.039850	16.218519	91.466667
1777.641889	16.146031	91.483333
1773.596792	15.965257	91.500000
1769.875150	15.951175	91.516667
1766.153508	15.937795	91.533333
1762.270025	15.953525	91.550000
1758.548381	15.941550	91.566667
1754.826958	15.708830	91.583333
1751.267373	15.448879	91.600000
1747.384108	15.246953	91.616667
1743.662681	15.017795	91.633333
1739.941033	15.010169	91.650000
1736.057545	15.031674	91.666667
1732.335895	15.025451	91.683333
1728.776304	14.771780	91.700000
1725.378551	14.490846	91.716667
1721.333439	14.324863	91.733333
1717.288326	14.160081	91.750000
1713.566672	14.158200	91.766667
1709.845017	14.157018	91.783333
1706.123580	13.938350	91.800000
1702.240084	13.967236	91.816667
1698.518427	13.968362	91.833333
1694.958609	13.941719	91.850000
1691.237168	13.726960	91.866667
1687.515726	13.513385	91.883333
1683.632442	13.329469	91.900000
1679.587102	13.391674	91.916667
1676.189336	13.124415	91.933333
1672.629297	13.318807	91.950000
1668.584386	12.951543	91.966667
1665.024561	12.931504	91.983333
1661.303111	12.725381	92.000000
1657.419821	12.548940	92.016667
1653.536314	12.588405	92.033333
1649.814432	12.814638	92.050000
1645.931139	12.640929	92.066667
1642.371524	12.411382	92.083333
1638.650068	12.211524	92.100000
1634.928397	12.226383	92.116667
1631.206939	12.028608	92.133333
1627.647106	12.016542	92.150000
1623.763806	11.849374	92.166667
1619.718666	11.711922	92.183333
1615.996991	11.730887	92.200000
1612.437155	11.722008	92.216667
1608.715691	11.530481	92.233333
1605.156065	11.311586	92.250000
1601.272547	11.362284	92.266667
1597.389240	11.202562	92.283333
1593.991450	10.958361	92.300000
1589.784251	11.068679	92.316667
1586.062780	10.883667	92.333333
1582.179258	10.938479	92.350000
1578.619625	10.726980	92.366667
1575.059781	10.726251	92.383333
1571.176466	10.573959	92.400000
1567.454990	10.394272	92.416667
1563.571464	10.453183	92.433333
1560.011826	10.246990	92.450000
1556.128298	10.307498	92.466667
1552.244978	10.160548	92.483333
1548.685336	9.957593	92.500000
1544.963646	9.992007	92.516667
1541.404002	9.791113	92.533333
1537.520678	9.648587	92.550000
1533.961031	9.450029	92.566667
1529.592185	9.395677	92.583333
1525.870491	9.434380	92.600000
1522.310635	9.445158	92.616667
1518.750985	9.250730	92.633333
1515.191128	9.263081	92.650000
1511.146162	8.951236	92.666667
1507.424463	8.994002	92.683333
1503.702764	9.037456	92.700000
1499.819633	8.700992	92.716667
1496.421612	8.688969	92.733333
1492.214595	8.616710	92.750000
1488.654732	8.634901	92.766667
1484.933028	8.682417	92.783333
1481.049891	8.352501	92.800000
1477.490026	8.373157	92.816667
1473.768523	8.220277	92.833333
1469.885179	8.097222	92.850000
1465.839994	8.004000	92.866667
1462.118285	8.056681	92.883333
1458.720256	8.052713	92.900000
1454.836908	7.933790	92.916667
1451.115197	7.988730	92.933333
1447.717567	7.584751	92.950000
1443.510536	7.526689	92.966667
1440.112502	7.526943	92.983333
1436.390988	7.384899	93.000000
1432.183954	7.330086	93.016667
1428.785918	7.332791	93.033333
1425.064401	7.193967	93.050000
1421.181043	7.085004	93.066667
1417.135844	7.005912	93.083333
1413.576163	6.841879	93.100000
1409.854641	6.707709	93.116667
1406.294760	6.744222	93.133333
1402.411396	6.640814	93.150000
1398.365994	6.765042	93.166667
1394.806308	6.606259	93.183333
1391.408263	6.617180	93.200000
1387.525093	6.320879	93.216667
1383.641724	6.223019	93.233333
1379.920193	6.097590	93.250000
1376.036626	6.198246	93.266667
1372.315093	6.074867	93.283333
1368.755399	5.923905	93.300000
1364.872025	5.831584	93.316667
1361.150293	5.906848	93.333333
1357.428757	5.787830	93.350000
1353.545379	5.698722	93.366667
1349.823840	5.582021	93.383333
1346.264139	5.437715	93.400000
1342.380758	5.352086	93.416667
1338.820861	5.403694	93.433333
1334.937478	5.320113	93.450000
1330.892254	5.266466	93.466667
1327.494195	5.291742	93.483333
1323.772840	4.989998	93.500000
1319.889452	4.911051	93.516667
1316.329743	4.775693	93.533333
1312.284513	4.727849	93.550000
1308.724801	4.594795	93.566667
1305.003057	4.682922	93.583333
1300.957824	4.638288	93.600000
1297.397918	4.699178	93.616667
1293.676553	4.408495	93.633333
1290.116836	4.280918	93.650000
1285.909758	4.269728	93.666667
1282.349848	4.334136	93.683333
1278.790128	4.209738	93.700000
1274.906727	4.144122	93.716667
1271.347004	4.022019	93.733333
1267.625252	4.118552	93.750000
1263.580196	3.896557	93.766667
1260.020469	3.777897	93.783333
1256.298902	3.689214	93.800000
1252.253842	3.471831	93.816667
1248.370057	3.789136	93.833333
1245.134007	3.617109	93.850000
1241.250782	3.374817	93.866667
1237.367183	3.507240	93.883333
1233.483769	3.454036	93.900000
1229.924034	3.344274	93.916667
1226.364298	3.235652	93.933333
1222.642720	3.157033	93.950000
1218.597462	3.137290	93.966667
1214.552018	3.303663	93.983333
1211.316142	2.956922	94.000000
1207.270880	2.940637	94.016667
1203.872977	2.810000	94.033333
1199.989553	2.767137	94.050000
1196.106128	2.725424	94.066667
1192.222701	2.684861	94.083333
1188.662954	2.587670	94.100000
1184.779525	2.549400	94.116667
1181.057935	2.483385	94.133333
1177.660024	2.360715	94.150000
1173.776592	2.325880	94.166667
1169.731500	2.139426	94.183333
1166.171564	2.230748	94.200000
1162.288129	2.199354	94.216667
1159.052052	2.053454	94.233333
1155.168614	2.024343	94.250000
1151.123335	2.025297	94.266667
1147.401735	1.969560	94.283333
1143.841974	1.886037	94.300000
1139.958711	1.681976	94.316667
1136.075267	1.658858	94.333333
1132.353662	1.607950	94.350000
1128.793896	1.529243	94.366667
1124.748430	1.716947	94.383333
1121.188662	1.640247	94.400000
1117.467053	1.593625	94.416667
1113.583602	1.577090	94.433333
1110.185848	1.297455	94.450000
1106.140555	1.312421	94.466667
1102.418941	1.270619	94.483333
1098.535486	1.258914	94.500000
1094.975710	1.190423	94.516667
1091.254092	1.152029	94.533333
1087.532649	0.939052	94.550000
1083.487349	0.961144	94.566667
1079.603888	0.955405	94.583333
1076.205946	0.863869	94.600000
1072.322482	0.860402	94.616667
1068.762698	0.800105	94.633333
1065.041072	0.769924	94.650000
1061.157779	0.596081	94.666667
1057.436151	0.568436	94.683333
1053.714521	0.541924	94.700000
1049.831051	0.545544	94.716667
1045.947579	0.550303	94.733333
1042.225946	0.527193	94.750000
1038.990005	0.246065	94.766667
1035.106358	0.426345	94.783333
1031.384893	0.235033	94.800000
1027.501415	0.245726	94.816667
1023.456096	0.286577	94.833333
1019.734457	0.270521	94.850000
1016.174826	0.056108	94.866667
1012.453184	0.042575	94.883333
1009.055221	-0.027894	94.900000
1004.848056	0.047932	94.916667
1001.126579	-0.131545	94.933333
997.566603	-0.000269	94.950000
994.168804	-0.235050	94.966667
989.961635	-0.154410	94.983333
986.563833	-0.386085	95.000000
982.356660	-0.302904	95.016667
978.958688	-0.363861	95.033333
975.075193	-0.336526	95.050000
971.353538	-0.337121	95.066667
967.470375	-0.641093	95.083333
963.425036	-0.580766	95.100000
959.865217	-0.606516	95.116667
956.467238	-0.660221	95.133333
952.583736	-0.625583	95.150000
948.862073	-0.618894	95.166667
945.140575	-0.776179	95.183333
941.095229	-0.708806	95.200000
937.373563	-0.698476	95.216667
933.813900	-0.880352	95.233333
930.092395	-1.031425	95.250000
926.208721	-0.824457	95.266667
922.649054	-1.001852	95.283333
918.765542	-0.956280	95.300000
915.044031	-1.101474	95.316667
911.322356	-1.082496	95.333333
907.439002	-1.195479	95.350000
903.555484	-1.144876	95.366667
899.995646	-1.151384	95.383333
896.273967	-1.127656	95.400000
892.390607	-1.234759	95.416667
888.992605	-1.266778	95.433333
885.109242	-1.370784	95.450000
881.225717	-1.312919	95.466667
877.342351	-1.413820	95.483333
873.782504	-1.411720	95.500000
869.898976	-1.350226	95.516667
866.339286	-1.504930	95.533333
862.617595	-1.470078	95.550000
858.734221	-1.563404	95.566667
854.688848	-1.467748	95.583333
851.129151	-1.616281	95.600000
847.569296	-1.605589	95.616667
843.685916	-1.692727	95.633333
839.964218	-1.650383	95.650000
836.080835	-1.734428	95.666667
832.197450	-1.816762	95.683333
828.961269	-1.858059	95.700000
824.915885	-1.752383	95.716667
821.518017	-1.917785	95.733333
817.472786	-1.964771	95.750000
813.427398	-1.855205	95.766667
809.705690	-1.802890	95.783333
806.469656	-1.991340	95.800000
802.586259	-2.061338	95.816667
798.702860	-2.129629	95.833333
794.819307	-2.042881	95.850000
791.259585	-2.166488	95.866667
787.537870	-2.106454	95.883333
783.816305	-2.197790	95.900000
779.932898	-2.258217	95.916667
776.211331	-2.346154	95.933333
772.489609	-2.280889	95.950000
768.444358	-2.307318	95.966667
765.046315	-2.298010	95.983333
761.324741	-2.379809	96.000000
757.279484	-2.401457	96.016667
753.719597	-2.359087	96.033333
749.836328	-2.556565	96.050000
745.952757	-2.452990	96.066667
742.231175	-2.526629	96.083333
738.671283	-2.479053	96.100000
735.111686	-2.727317	96.116667
731.066270	-2.589273	96.133333
727.506522	-2.685715	96.150000
723.784784	-2.603691	96.166667
719.901352	-2.638571	96.183333
716.179758	-2.701013	96.200000
712.296323	-2.732502	96.216667
708.412739	-2.616005	96.233333
704.852981	-2.702961	96.250000
701.131527	-2.904606	96.266667
697.409780	-2.813278	96.283333
693.688032	-2.720848	96.300000
689.966572	-2.916840	96.316667
685.921140	-2.763120	96.333333
682.199532	-2.811001	96.350000
678.477922	-2.857195	96.366667
674.756311	-2.901702	96.383333
671.196538	-2.973816	96.400000
667.313083	-2.985659	96.416667
663.753165	-2.911883	96.433333
660.031547	-2.949976	96.450000
656.148229	-3.098959	96.466667
652.264625	-2.962497	96.483333
648.543003	-2.995533	96.500000
644.983218	-3.056198	96.516667
641.261592	-3.085871	96.533333
637.378124	-3.084545	96.550000
633.656494	-3.110853	96.566667
629.934863	-3.135479	96.583333
626.213230	-3.158425	96.600000
622.491735	-3.318658	96.616667
618.608119	-3.169944	96.633333
614.886481	-3.187848	96.650000
610.841160	-3.145398	96.666667
607.281359	-3.189279	96.683333
603.559716	-3.202145	96.700000
600.323593	-3.301371	96.716667
596.278403	-3.388901	96.733333
592.394914	-3.367064	96.750000
588.349583	-3.314191	96.766667
584.627931	-3.318346	96.783333
580.906278	-3.320826	96.800000
577.346463	-3.350994	96.816667
573.301125	-3.291396	96.833333
569.741307	-3.318218	96.850000
566.343328	-3.372744	96.866667
562.298119	-3.441855	96.883333
558.738296	-3.463347	96.900000
554.692950	-3.395035	96.916667
550.971283	-3.383805	96.933333
547.411454	-3.400288	96.950000
543.689784	-3.385718	96.966667
539.644562	-3.442446	96.983333
536.246438	-3.351569	97.000000
532.525025	-3.594138	97.016667
528.641506	-3.542848	97.033333
524.596146	-3.460483	97.050000
520.874465	-3.435247	97.066667
517.152782	-3.408344	97.083333
513.593067	-3.538557	97.100000
509.871381	-3.508002	97.116667
506.473503	-3.663280	97.133333
502.428132	-3.570241	97.150000
498.544727	-3.632910	97.166667
494.823034	-3.595048	97.183333
491.101338	-3.555522	97.200000
487.217927	-3.611842	97.216667
483.334388	-3.539233	97.233333
479.774654	-3.650060	97.250000
476.052951	-3.603238	97.266667
472.331372	-3.680285	97.283333
468.609666	-3.629818	97.300000
464.726242	-3.673073	97.316667
461.004657	-3.743407	97.333333
457.282945	-3.687315	97.350000
453.399514	-3.723852	97.366667
449.677799	-3.664119	97.383333
446.118045	-3.755227	97.400000
442.396449	-3.814517	97.416667
438.674727	-3.749172	97.433333
434.791286	-3.774657	97.450000
430.907842	-3.797777	97.466667
426.862434	-3.667870	97.483333
423.302667	-3.745596	97.500000
419.742777	-3.700482	97.516667
416.344846	-3.803369	97.533333
412.461391	-3.815458	97.550000
408.577934	-3.825186	97.566667
404.694356	-3.713530	97.583333
400.810894	-3.718920	97.600000
396.927430	-3.721952	97.616667
393.529368	-3.693179	97.633333
389.807740	-3.721386	97.650000
386.086110	-3.747241	97.666667
382.202637	-3.741239	97.683333
378.642959	-3.908318	97.700000
374.759249	-3.665095	97.716667
371.199566	-3.827161	97.733333
366.992403	-3.752717	97.750000
363.432599	-3.793989	97.766667
359.549112	-3.773873	97.783333
356.474826	-3.899035	97.800000
352.429493	-3.844702	97.816667
348.546113	-3.930916	97.833333
344.662503	-3.788036	97.850000
340.779117	-3.868789	97.866667
337.381025	-3.810591	97.883333
333.497633	-3.885896	97.900000
329.775856	-3.764696	97.916667
326.216029	-3.782554	97.933333
322.170789	-3.820136	97.950000
318.287275	-3.773830	97.966667
314.727441	-3.784290	97.983333
311.005764	-3.762859	98.000000
307.122243	-3.709528	98.016667
303.400670	-3.792168	98.033333
299.840826	-3.792908	98.050000
295.957298	-3.732179	98.066667
292.073876	-3.776658	98.083333
288.190343	-3.710868	98.100000
284.468649	-3.672316	98.116667
281.070740	-3.796940	98.133333
277.187199	-3.723764	98.150000
273.303657	-3.648251	98.166667
269.743899	-3.734728	98.183333
266.184137	-3.818061	98.200000
261.977010	-3.779873	98.216667
258.255194	-3.619590	98.233333
254.695424	-3.694358	98.250000
250.973707	-3.633311	98.266667
247.413931	-3.702234	98.283333
243.530471	-3.708803	98.300000
239.808746	-3.640017	98.316667
235.925280	-3.640728	98.333333
231.879969	-3.608676	98.350000
228.481919	-3.591386	98.366667
224.922125	-3.642339	98.383333
221.038746	-3.730588	98.400000
217.317006	-3.645964	98.416667
213.433521	-3.628249	98.433333
209.550033	-3.607390	98.450000
205.990223	-3.642657	98.466667
202.268473	-3.547614	98.483333
198.708754	-3.674157	98.500000
194.501572	-3.581461	98.516667
190.779910	-3.574549	98.533333
187.219989	-3.498366	98.550000
183.660161	-3.515279	98.566667
179.776743	-3.564669	98.583333
176.055162	-3.639640	98.600000
172.171643	-3.586975	98.616667
168.449961	-3.560838	98.633333
164.566435	-3.501909	98.650000
160.844839	-3.562105	98.666667
157.123055	-3.433991	98.683333
153.563293	-3.516730	98.700000
149.679845	-3.536064	98.716667
145.958144	-3.490291	98.733333
142.236529	-3.531674	98.750000
138.514911	-3.568998	98.766667
134.631269	-3.393957	98.783333
130.747802	-3.394473	98.800000
127.026084	-3.332214	98.816667
123.304451	-3.354803	98.833333
119.744654	-3.403033	98.850000
116.023013	-3.417518	98.866667
112.301368	-3.427951	98.883333
108.417877	-3.404629	98.900000
104.534383	-3.377252	98.916667
100.974481	-3.320263	98.933333
97.091064	-3.369761	98.950000
93.207557	-3.330231	98.966667
89.485804	-3.232887	98.983333
85.764131	-3.215477	99.000000
82.366217	-3.335953	99.016667
78.482613	-3.198252	99.033333
74.761009	-3.250208	99.050000
70.877559	-3.267337	99.066667
66.670342	-3.139529	99.083333
63.272325	-3.156343	99.100000
59.388861	-3.159294	99.116667
55.990836	-3.167552	99.133333
52.431044	-3.220365	99.150000
48.547565	-3.208603	99.166667
44.664004	-3.114542	99.183333
40.780516	-3.093154	99.200000
36.897022	-3.066675	99.216667
33.337130	-3.019029	99.233333
29.777383	-3.117491	99.250000
25.732034	-3.045999	99.266667
22.010287	-2.955028	99.283333
18.774132	-3.022756	99.300000
14.567073	-3.052352	99.316667
10.845456	-3.091636	99.333333
6.961849	-2.951824	99.350000
3.078309	-2.879059	99.366667
-0.481554	-2.860777	99.383333
-4.203193	-2.877544	99.400000
-7.763066	-2.848576	99.416667
-11.646558	-2.823691	99.433333
-15.206375	-2.852142	99.450000
-19.251652	-2.852404	99.466667
-22.973390	-2.771163	99.483333
-26.695065	-2.751111	99.500000
-30.578523	-2.760597	99.516667
-34.623959	-2.602899	99.533333
-38.021972	-2.623757	99.550000
-41.581768	-2.672310	99.566667
-45.141571	-2.713346	99.583333
-49.025002	-2.749543	99.600000
-52.908565	-2.653611	99.616667
-56.953853	-2.643589	99.633333
-60.513748	-2.593615	99.650000
-64.397331	-2.477779	99.666667
-67.633497	-2.534069	99.683333
-71.678817	-2.492017	99.700000
-75.400464	-2.500700	99.716667
-78.960336	-2.473476	99.733333
-83.005626	-2.461475	99.750000
-86.727356	-2.388060	99.766667
-90.610824	-2.386586	99.783333
-94.332570	-2.296824	99.800000
-97.892376	-2.335749	99.816667
-101.775874	-2.304539	99.833333
-105.497593	-2.241201	99.850000
-109.219220	-2.270508	99.866667
-112.779067	-2.267703	99.883333
